company_name,founded,city,industry,about,founders,investor,amount,series
Myglamm,2015.0,Mumbai,D2c,Myglamm is india’s fastest growing direct-to-consumer beauty brand.,"Darpan sanghvi, priyanka gill",Accel partners,40000000,
Mynvax,2017.0,Bangalore,Biotechnology,Mynvax is a pre-clinical stage vaccine biotechnology. current develop programs include a recombinant vaccine for human influenza and covid19.,"Dr raghavan varadarajan, dr gautham nadig","Accel, letsventure, 1crowd",4000000,Series a
Navars,2019.0,Hyderabad,Edtech,"Navars edutech comprises dynamic mix of intellectual professionals, managerial team, subject matter experts and astronomy and space researchers.",Sravan varma datla,Faad network,undisclosed,
Navia life care,2016.0,New delhi,Healtcare,Navia life care is a health technlogy company with a special focus on patient care.,"Nupur khandelwal, kunal kishore dhawan, gaurav gupta","Anicut angel fund, 9 unicorns",1000000,
Nazara technologies,2000.0,Mumbai,Gaming,"Nazara technologies develops mobile content such as games, themes, wallpapers, and multimedia.",Nitish mittersain,"Plutus wealth management, turtle entertainment","10,000,000",
Nazara technologies,2000.0,Mumbai,Gaming,"Nazara technologies develops mobile content such as games, themes, wallpapers, and multimedia.",Nitish mittersain,"Hornbill capital advisers, plutus wealth management","30,000,000",
Flobiz,2019.0,Bangalore,Information technology & services,Neobank for growing smbs. simplify gst billing & accounting needs with mybillbook app.,"Rahul raj, aditya naik, rakesh yadav",Sequoia capital india,31000000,Series b
Dgv,2019.0,Bangalore,Information technology & services,Neobanking for bharat,Ragavan venkatesan,"Info edge ventures, omnivore",3000000,Pre-series a
Neodocs,2020.0,Mumbai,Healthtech,"Neodocs is a part of india's prominent social impact accelerator program, aisea.","Nikunj malpani, anurag meena, pratik lodha","Y combinator, 9unicorns, titan capital",undisclosed,Pre-seed
Neodocs,2020.0,Mumbai,Healthtech,"Neodocs is a part of india's prominent social impact accelerator program, aisea.","Nikunj malpani, anurag meena, pratik lodha","Y combinator, 9unicorns, titan capital",undisclosed,
Neodove,2020.0,Jaipur,Ai startup,"Neodove is an ai-powered, end to end tech-enabled customer communication and reporting solution.",Aprit khandelwal,India quotient,"15,000,000",Seed
Neuropixel.ai,2020.0,Bangalore,Deeptech,Neuropixel.ai labs is a deep tech start-up that works in application of advanced ai/ml and statistical learning theory in computer vision and image processing area for online retail storefronts.,,"Arvind venugopal nair, amritendu mukherjee",800000,Seed
Newsreach,2018.0,Ahmedabad,Media,Newsreach is a mumbai based company that wants to create a disruptive ecosystem of original and local news content.,"Soniya kundnani, darshan shah",Jito angel network,300000,Seed
Newton school,2019.0,Bangalore,Edtech,Newton school is a platform to learn and develop skills that you need for your best tech career.,"Nishant chandra, siddharth maheshwari","Rtp global, harshil mathur","5,000,000",Series a
Nexprt,2020.0,New delhi,Consulting,Nexprt solutions offers end-to-end and 100% customized import solutions.,Harsha vardhan k,Titan capital,"2,000,000",
Zenduty,2019.0,Bangalore,Computer software,"Next-generation end-to-end incident response platform for sres, devops, itops and support teams","Ankur rawal, vishwa krishnakumar",Startupxseed ventures,1900000,Pre-series a
Nftically,2021.0,Gurugram,Nft marketplace,"Nft marketplace to buy or sell nft tokens in minutes or set up your own nft store, website, a storefront in minutes.",Toshendra sharma,Jayanti kanani,undisclosed,Seed
Nftically,2021.0,Gurugram,Nft,"Nftically is a global b2b saas that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label nft store or nft marketplace without any technical knowledge.",Toshendra sharma,"Nitish mittersain, gaurav munjal",1000000,Seed
Nimble growth organics,2016.0,Bangalore,Farming,Nimble growth organics is the new age agri startup which through its proprietary package of practice (pop) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,"Rahul saria, nagendra kalkuli, abhisek bhagchandka, pradeep kumar ml",,undisclosed,Seed
Ninety one,2015.0,Ahmedabad,Consumer goods,"Ninety one makes cycles, which the company claims are affordable and different from the ones available in the market.","Sachin chopra, vishal chopra",A91 partners,30000000,Series a
Niramai,2016.0,Bangalore,Healthcare,"Niramai has developed a novel breast cancer screening solution that uses thermalytix, i.e. machine intelligence over thermography images.",Geetha manjunath,Cdc group,undisclosed,
Nirogstreet,2018.0,New delhi,Healthcare,Nirogstreet as a concept is working to make #ayurveda first call of treatment.,Ram n kumar,"Gokul rajaram, pureland venture, wavemaker partners",2500000,Series a
Nivesh,2016.0,Noida,Fintech,Nivesh.com is a mass market mutual funds investment platform.,"Anurag garg, sridhar srinivasan","Raghav kapur, indian angel network","1,600,000",Pre-series a
Nobel hygiene,1999.0,Mumbai,Healthcare,"Nobel hygiene is one of the leading disposable hygiene care products manufacturer in the country with an iso 9001:2015 and ce certification, headquartered in mumbai.",Johari kamal,Quadria capital,60000000,
Nobroker.com,2014.0,Bangalore,Real estate,Nobroker is a disruptive force in the real estate industry.,"Akhil gupta, amit, saurabh","General atlantic, tiger global, moore strategic ventures",2100000,Series e
Keito,2016.0,Pune,Ai company,"No-code <> human-assisted machine learning platform for document processing, to break information silos for enterprises",Amal p s,"Rajesh agarwal, nandkishore mundada",Undisclosed,Seed
Nodwin,2012.0,Gurugram,Gaming,Nodwin gaming is a gaming solutions company and creator of e-sports events.,Gautam virk,Krafton,"20,000,000",
Northern arc,2008.0,Chennai,Fintech,Northern arc capital (formerly known as ifmr capital) is a non-banking finance company.,Kshama fernandes,"U.s. international development finance corp, asian development bank","10,000,000",Debt
Northern arc,2008.0,Chennai,Fintech,Northern arc capital (formerly known as ifmr capital) is a non-banking finance company.,Kshama fernandes,"Asian development bank, u.s. international development finance corp","50,000,000",Debt
Northern arc,2008.0,Chennai,Fintech,Northern arc capital is a non-banking finance company that provides borrows with access to debt investors.,Kshama fernandes,"Kotak mahindra bank, fmo","5,000,000",
Nova benefits,2020.0,Bangalore,"Health, wellness & fitness",Nova benefits is the one stop tech platform for providing the best health and wellness benefits to employees.,"Saransh garg, yash gupta","Susquehanna international group, bessemer venture partners",10000000,Series a
Now&me,2018.0,New delhi,Healthcare,"Now&me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.","Bani singh, drishti gupta","Saama, whiteboard capital",1000000,
O4s,2017.0,Gurugram,Information technology & services,O4s saas helps consumer brands to digitize and automate their supply chain thereby increasing sales and performance.,"Divay kumar, shreyans sipani","Think investments, venture highway",6000000,Series a
Ockypocky,2015.0,Gurugram,Edtech,Ockypocky is india's 1st interactive english learning app for preschool kids.,Amit agrawal,"Sujeet kumar, sucseed indovation fund",undisclosed,Seed
Ofbusiness,2015.0,Gurugram,Fintech,Ofbusiness is a financing platform that offers smart financing to smes.,"Asish mohapatra, bhuvan gupta, chandranshu sinha, nitin jain, ruchi kalra, ruchi kalra, srinath ramakkrushnan, vasant sridhar","Falcon edge india, norwest venture partners","110,000,000",
Ofbusiness,2015.0,Gurugram,Financial services,"Ofbusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to smes.","Ruchi kalra, asish mohapatra","Alpha wave ventures ii, tiger global management, softbank vision fund ii",325000000,
Sarathi,2020.0,Jodhpur,Healthcare,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",Aditi poyam,,"100,000",Seed
Wit-ace,2020.0,Gurugram,Skill development,"Offer accelerated career experiences for women by enabling, engaging & employing them to be in decision making roles.",Anuranjita kumar,Citiustech,"1,000,000",Seed
Eupheus learning,2017.0,New delhi,E-learning,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,"Sarvesh shrivastava, ved prakash khatri, amit kapoor",Lightrock india,10000000,Series c
Ola electric,2017.0,Bangalore,Automotive,Ola electric - the future of mobility is here.? charging ahead to accelerate the world’s transition to sustainable mobility.,Bhavish aggarwal,Bank of baroda,100000000,Debt
Ola,2010.0,Bangalore,Mobility,"Ola is india’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across india, australia, new zealand, and the uk",Bhavish aggarwal,Marquee international institutional investors,500000000,
Oliveboard,2012.0,Bangalore,Edtech,Oliveboard is the top exam preparation platform for banking & government exams.,"Abhishek patil, v satish kumar",Ian fund,3000000,
Even,2020.0,Bangalore,Healthcare,One monthly subscription to cover all your healthcare needs.,"Mayank banerjee, matilde giglio, alessandro davide ialongo",Khosla ventures,5000000,Seed
Vedic cosmeceuticals,2002.0,Noida,Cosmetics,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,Mohit goel,Sixth sense ventures,32000000,Series a
Vro hospitality,2018.0,Bangalore,Hospitality,One of the fastest-growing hospitality companies based out of bangalore.,"Safdhar adoor, sharath rice, dawn thomas",Creedcap asia advisors,3000000,Series a
Alpha coach,2021.0,Mumbai,Professional training & coaching,One to one personal fitness coaching,Ketan mavinkurve,Jani ventures inc,1200000,
Onecode,2020.0,Bangalore,Internet,"Onecode is a platform which connects new age digital first brands with ""relevant"" sellers (aka onecoders) to sell their products and services","Manish shara, yash desai","Sequoia’s surge, nexus venture partners",5000000,
Oneiric gaming,2020.0,Chandigarh,Gaming,Oneiric gaming connects to fellow dreamers around the globe over cult favorite games like bluff and cricket.,Avneet singh,Trishneet arora,Undisclosed,
Onelife nutriscience,2019.0,Mumbai,Healthcare,Onelife nutriscience is a consumer healthcare brands company.,Gaurav aggarwal,Lasons india,undisclosed,
Globalfair,2020.0,Gurugram,Trading platform,One-stop solution for all your procurement needs,"Ashish chandra, shaily garg","Saama capital, india quotient","2,000,000",Seed
F5,2018.0,New delhi,Retail,One-stop solution for daily workplace needs,"Raghav arora, lalit aggarwal",Auxano capital,600000,Pre-series a
Spark studio,2020.0,Bangalore,Edtech,Online courses to build creativity and confidence in children through extra-curricular learning,Anushree goenka,Better capital,Undisclosed,Seed
Onsurity,2020.0,Bangalore,Healthcare,"Onsurity is a healthtech & employee benefits organization, disrupting the sme and startup healthcare market with technology and innovation!","Yogesh agarwal, kulin shah",Nexus venture partners,16000000,Series a
Onsurity,2020.0,Bangalore,Healthcare,Onsurity is an employee healthcare platform providing a monthly healthcare membership with group health insurance to emerging businesses.,"Kulin shah, yogesh agarwal","Jitendra gupta, harsh shah",,
Open financial technologies,2017.0,Bangalore,Financial services,Open is asia’s first neobanking platform for smes and startups.,Anish achuthan,"Temasek, google, sbi investment",90000000,Series c
Wellbeing nutrition,2019.0,Mumbai,Healthcare,Organic whole food nutrition to keep up with the pace at which we live,Avnish chhabria,Klub,undisclosed,
Origo,2010.0,Gurugram,Agritech,"Origo commodities, a complete post-harvest management financial solution for agricultural commodities.","Sunoor kaul, mayank dhanuka",Yes bank,"10,000,000",Debt
Otipy,2020.0,Gurugram,Food & beverages,Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.,Varun khurana,"Omidyar network india, innoven capital",10200000,Series a
Nestroots,2016.0,Gurugram,Fashion,"Ottoman, stool, brass kitchen solutions, masala box, roti box, bar accessories and many gifting options at nestroots.",Chhavi singh,We founder circle,100000,Seed
Verse innovation,2007.0,Bangalore,Innovation management,Owner of dailyhunt app and i-pay,Virendra gupta,"Canaan valley capital, glade brook capital partners","1,000,000,000",Series h
